Applicationid,Underwriter,Amountfinanced,Term,Status,Dealername,Dealergroup,Dealerstate,Dealercity,Applicationdate Date,Approvaldate Date,Bookeddate Date,Collateralyear,Collateraltype,Collateralnewused,Coficoauto8,Dti,Pti,Dealerrepresentative,Timetobook,Timetodecision,Dealerminimumrate,Cashdown,Totaldown,Isbusinessapp,Timetolastfund,Timetolastdecisiontolastcontract,Apr,Programmanual,Programdefault,Ltv,Dealerreserveamount,Dealerreservepercent,Backend,Invoice,Primaryficoauto8,Lender,Primarystate,Applicationsubmitteduser,Wasapproved,Wasapprovednotbooked,Clientdealerid,Class
252996,ccampos,15538.82,144,Booked,Sunrise Camping Center - NC162,,NC,Hickory,2026-08-28,2026-09-03,2026-09-03,2021,RV,Used,,22.65,4.4,jsmith,8935,8836,14.49,1600,1600,false,89,10,15.49,Silver 1,Silver 1,0.85,621.55,4,0,18250,642,Source One Financial Services,NC, dwight fowler,1,0,NC162,Silver
253221,mlomedico,40682.58,144,Auto Approval,Brooks Camper Sales LLC-PA136,Warrior Performance,PA,CONNELSVILLE,2026-08-28,2026-09-03,,2025,RV,New,,27.18,8.38,jharrington1,,8368,11.74,3700,3700,false,,,11.74,Silver 1,Not Applicable,1.03,0,,0,39540,662,Connexus Credit Union,PA, jimmy orapello,1,1,PA136,Not Applicable
253253,eavila,41954.25,180,Auto Approval,Freedom RV-AZ252,,AZ,Tucson,2026-08-28,2026-08-28,,2019,RV,Used,602,35.54,4.67,edominguez,,16,11.24,4300,4300,false,,,12.74,Core,Core,1.2,0,,0,35000,681,Source One Financial Services,AZ, keith hausmann,1,1,AZ252,Core
253238,,46684.62,180,Auto Decline,BLUE COMPASS RV - ROCKPORT - TX460,Blue Compass,TX,ROCKPORT,2026-08-28,,,2019,RV,Used,,39.6,8.6,gott,,0,16.24,20000,20000,false,,,17.24,Silver 2,Silver 2,0.67,0,,0,69410,631,Source One Financial Services,FL,,0,0,TX460,Silver
253137,mlomedico,29299,180,Decline,Basecamp RV Sales - ECA115,EPIC,CA,Auburn,2026-08-28,,,2021,RV,Used,755,23.32,0.91,S1House,,4497,7.99,10000,10000,false,,,9.49,Core,Core,0.69,0,,0,42735,831,Source One Financial Services,WA, david bounphasaysonh,0,0,ECA115,Core
253251,eavila,16711.19,144,Conditional Approval,Blue Compass RV - Tucson - AZ364,Blue Compass,AZ,Tucson,2026-08-28,2026-08-28,,2019,RV,Used,753,27.91,2.27,edominguez,,11,10.49,6000,6000,false,,,11.99,Core,Core,0.86,0,,0,19500,743,Source One Financial Services,AZ, ambez miran,1,1,AZ364,Core
252976,,35173.7,240,Cancelled,BLUE COMPASS RV  COLUMBUS-OH210,Blue Compass,OH,DELAWARE,2026-08-28,,,2026,RV,New,,0,0,jharrington1,,,22.99,1000,23280,false,,,23.99,Bronze,Bronze,0.62,0,,0,56970,,Source One Financial Services,OH, anja merchant,0,0,OH210,Business First
253014,avera,44532.15,180,Decline,BOAT AND MOTOR SUPERSTORES PALM HARBOUR - FL155,,FL,PALM HARBOUR,2026-08-28,,,2026,Boat,New,,63.41,11.69,wstoutimore,,8,8.74,0,14000,false,,,10.24,Core,Core,0.99,0,,0,44860,768,Source One Financial Services,FL, sandy sigman,0,0,FL155,Core
253166,,29517.12,180,Auto Decline,Fun Town RV - Texarkana - AR120,Fun Town,AR,Texarkana,2026-08-28,,,2026,RV,New,,13.18,5.44,jweller,,0,22.99,6000,6000,false,,,23.99,Bronze,Bronze,0.73,0,,0,40657,,Source One Financial Services,AR,,0,0,AR120,Business First
253153,pmeza,42656.75,180,Approved,General RV - Tampa - FL238,General RV,FL,Dover,2026-08-28,2026-08-28,,2025,RV,New,,24.56,7.51,wstoutimore,,23,9.99,4600,4600,false,,,11.49,Core,Core,0.92,0,,0,46185,705,Source One Financial Services,FL, angel cordero,1,1,FL238,Core
253020,avera,39503.44,180,Conditional Approval,RV DEPOT LLC - FL188,,FL,THONOTOSASSA,2026-08-28,2026-08-28,,2022,RV,Used,,17.44,6.03,wstoutimore,,51,9.74,1000,1000,false,,,10.49,Core,Not Applicable,0.67,0,,0,58900,717,Connexus Credit Union,FL, valon topalli,1,1,FL188,Not Applicable
252990,,42254.62,180,Auto Decline,Clear Creek Camping LLC-TX396,,TX,Abilene,2026-08-28,,,2026,RV,New,,19.83,2.86,gott,,0,22.99,6000,6000,false,,,23.99,Bronze,Bronze,0.79,0,,0,53178,607,Source One Financial Services,TX,,0,0,TX396,Business First
253214,eavila,108152.46,240,Decline,Moix RV - Conway - AR134,,AR,Conway,2026-08-28,,,2026,RV,New,558,46.81,7.59,jweller,,29,7.99,75000,77281.22,false,,,9.49,Core,Core,0.75,0,,0,143812,781,Source One Financial Services,AR, blake moore,0,0,AR134,Core
253152,avera,25848.01,222,Auto Approval,RV Value Mart-Bethlehem-PA125,,PA,Bath,2026-08-28,2026-09-01,,2026,RV,New,,49.74,3.6,jharrington1,,5758,9.24,50000,75000,false,,,10.74,Core,Core,0.28,0,,0,93200,740,Source One Financial Services,PA, marty dieppa,1,1,PA125,Core
253219,pmeza,26727.37,180,Decline,Rock Solid Funding LLC - TX536,RSF,TX,BEDFORD,2026-08-28,,,2022,RV,Used,,7.05,2.8,S1House,,26,7.99,2600,2600,false,,,9.49,Core,Core,1.19,0,,0,22550,805,Source One Financial Services,TX, caleb grassi,0,0,TX536,Core
253051,pmeza,85062.69,240,Decline,CAMPING NATION RVS LLC - AZ322,,AZ,MESA,2026-08-28,,,2011,RV,Used,,16.12,6.26,edominguez,,5,11.49,2000,2000,false,,,12.99,Core,Core,0.96,0,,0,89000,708,Source One Financial Services,CA, zachary booth,0,0,AZ322,Core
253246,,32804,180,Auto Decline,Ron Hoover Companies of Tulsa - OK157,Ron Hoover,OK,Claremore,2026-08-28,,,2023,RV,Used,,50.97,4.45,jweller,,0,13.24,0,0,false,,,14.24,Silver 1,Silver 1,0.8,0,,0,40890,661,Source One Financial Services,OK,,0,0,OK157,Silver
253086,pmeza,8898,72,Decline,VERN EIDE MARINE - SD111,,SD,Sioux Falls,2026-08-28,,,2007,Boat,Used,,48.98,3.59,dzilberchtein,,7,13.99,5000,5000,false,,,14.49,Core,Core,0,0,,0,0,696,Source One Financial Services,NE, john morel,0,0,SD111,Core
253232,thovey,42217.73,180,Decline,General RV - Tampa - FL238,General RV,FL,Dover,2026-08-28,,,2026,RV,New,,41.35,2.79,wstoutimore,,10,12.49,5000,5000,false,,,13.49,Silver 1,Silver 1,0.86,0,,0,49055,667,Source One Financial Services,FL, sebastian beltran,0,0,FL238,Silver
253156,mlomedico,9631.89,120,Booked,Ashley Marine - Panama City -  FL255,,FL,Panama City,2026-08-28,2026-08-31,2026-08-31,2026,RV,New,,13.26,2.86,wstoutimore,4438,4094,13.74,1500,1500,false,341,3,14.74,Silver 1,Silver 1,0.88,385.28,4,0,10898,651,Source One Financial Services,FL, amy silas,1,0,FL255,Silver
253074,pmeza,84750.07,240,Decline,Fun Town RV Win LLC - OK109,Fun Town,OK,Thackerville,2026-08-28,,,2026,RV,New,,63.04,9.41,jweller,,17,10.24,0,8964.55,false,,,11.74,Core,Core,1.17,0,,0,72640,688,Source One Financial Services,OK, rob miller,0,0,OK109,Core
253028,mlomedico,41553.72,204,Booked,Cookeville RV and Marine - TN154,Easy Care,TN,Cookeville,2026-08-28,2026-09-03,2026-09-03,2027,RV,New,,44.02,8.27,jsmith,8826,8771,10.24,0,8512.67,false,51,4,11.74,Core,Core,1.25,2493.22,6,0,33120,681,Source One Financial Services,TN, bradley taylor,1,0,TN154,Core
253123,pmeza,27000,180,Decline,INLAND BOAT CENTER INC - SCA106,,CA,PERRIS,2026-08-28,,,2023,Boat,Used,,42.9,5.73,jrubi,,6,14.49,3000,3000,false,,,15.49,Silver 1,Silver 1,0.9,0,,0,29837.5,648,Source One Financial Services,CA, kim artiga,0,0,SCA106,Silver
253235,thovey,48417.35,240,Decline,GREAT AMERICAN RV SUPERSTORE-HATTIESBURG - MS113,,MS,HATTIESBURG,2026-08-28,,,2027,RV,New,,26.11,5.06,jsmith,,12,13.74,2000,2000,false,,,14.74,Silver 1,Silver 1,1.04,0,,0,46580,641,Source One Financial Services,MS, ryan campbell,0,0,MS113,Silver
253031,avera,87788.05,240,Decline,La Mesa RV Center - Sanford - FL315,La Mesa,FL,Sanford,2026-08-28,,,2025,RV,Used,,75.13,13.83,pcarter,,13,9.74,10000,10000,false,,,11.24,Core,Core,0.97,0,,0,90750,729,Source One Financial Services,FL, thomas mihok,0,0,FL315,Core
253231,,41287,180,Auto Decline,Liberty RV-MO107,,MO,Liberty,2026-08-28,,,2026,RV,New,,12.55,3.5,jweller,,0,22.99,5000,5000,false,,,23.99,Bronze,Bronze,0.91,0,,0,45435,614,Source One Financial Services,MO,,0,0,MO107,Business First
253119,thovey,36900.63,180,Auto Approval,Toons Grand Lake LLC - OK144,Easy Care,OK,Grove,2026-08-28,2026-08-28,,2026,Boat,New,760,34.72,6.26,jweller,,221,7.49,5500,5500,false,,,8.99,Core,Core,1.3,0,,0,28389,851,Source One Financial Services,MO, jim lakes,1,1,OK144,Core
253047,rsimmons,34028.92,180,Decline,Ron Hoover - Odessa - TX495,Ron Hoover,TX,Odessa,2026-08-28,,,2026,RV,New,,8.09,8.09,gott,,17,10.24,3300,3300,false,,,11.74,Core,Core,1.38,0,,0,24722.95,681,Source One Financial Services,TX, dexter traylor,0,0,TX495,Core
253022,,32643,180,Auto Decline,"Vantage Recreational Finance, Inc. -FL291",VRF,FL,FORT LAUDERDALE,2026-08-28,,,2013,RV,Used,547,38.21,2.68,S1House,,0,16.74,3300,3300,false,,,17.74,Silver 2,Silver 2,0.74,0,,0,43972,634,Source One Financial Services,TX,,0,0,FL291,Silver
253183,pmeza,12626.15,180,Decline,Thomas RV and Auto Sales - AR118,,AR,Searcy,2026-08-28,,,2018,RV,Used,599,28.05,1.06,jweller,,30,13.74,4000,4000,false,,,14.74,Silver 1,Silver 1,1.01,0,,0,12500,669,Source One Financial Services,AR, chris moffit,0,0,AR118,Silver
253174,,24722,180,Auto Decline,Sun Team Marine - AR148,,AR,Hot Springs,2026-08-28,,,2026,Boat,New,,50.05,2.86,jweller,,0,13.74,5000,5000,false,,,14.74,Silver 1,Silver 1,1.22,0,,,20295,645,Source One Financial Services,TX,,0,0,AR148,Silver
253136,mnava,18502.16,120,Booked,WEHR RVS - MO195,,MO,SPRINGFIELD,2026-08-28,2026-09-01,2026-09-01,2026,RV,New,,5.16,3.93,jweller,5708,5521,10.24,0,5200,false,177,10,11.74,Core,Core,1.1,1110.13,6,0,16745,681,Source One Financial Services,MO, brian johnson,1,0,MO195,Core
253200,,28384,180,Auto Decline,Midway Auto & RV - Billings - MT107,,MT,Billings,2026-08-28,,,2011,RV,Used,,48.72,5.75,dzilberchtein,,0,15.49,7000,7000,false,,,16.49,Silver 1,Silver 1,0,0,,0,0,649,Source One Financial Services,MT,,0,0,MT107,Silver
253018,mlomedico,26351,180,Decline,"Bill Thomas Camper Sales, Inc -MO105",,MO,Wentzville,2026-08-28,,,2026,RV,New,,26.32,3.98,jweller,,8,12.49,2000,2000,false,,,13.49,Silver 1,Silver 1,0.94,0,,0,27994,674,Source One Financial Services,MO, ronald koenig,0,0,MO105,Silver
253186,edominguez,29491.1,240,Decline,Blue Compass RV - Albuquerque - NM112,Blue Compass,NM,Albuquerque,2026-08-28,,,2019,RV,Used,594,16.18,0,edominguez,,9,11.24,0,0,false,,,12.74,Core,Core,1.11,0,,0,26650,694,Source One Financial Services,NM, raymond ruiz,0,0,NM112,Core
253258,thovey,112675.88,120,Decline,Intercoastal Financial Group LLC - 17401746,IFG,FL,Vero Beach,2026-08-28,,,2005,Boat,Used,,14.43,7.12,S1House,,5137,14.74,75000,75000,false,,,23.99,Silver 1,Silver 1,0.7,0,,0,160000,674,Source One Financial Services,GA, hunter miller,0,0,17401746,Silver
252984,rsimmons,53200.03,240,Auto Approval,BLUE COMPASS RV - SOUTH HOUSTON  - TX421,Blue Compass,TX,Alvin,2026-08-28,2026-08-28,,2026,RV,New,,36.64,3.36,gott,,9,9.74,30000,57000,false,,,11.24,Core,Core,0.51,0,,0,105295,736,Source One Financial Services,TX, frank carranza,1,1,TX421,Core
253178,ccampos,120179,240,Auto Approval,General RV Center - North Canton - OH200,General RV,OH,North Canton,2026-08-28,2026-08-28,,2023,RV,Used,,34.1,12.34,jharrington1,,93,8.24,10000,18500,false,,,9.74,Core,Core,0.94,0,,0,128250,791,Source One Financial Services,OH, angelina evans,1,1,OH200,Core
253204,lgrace,16517.42,180,Pending,Blue Compass RV - South Raleigh - NC158,Blue Compass,NC,Benson,2026-08-28,2026-08-28,,2018,RV,Used,740,44.99,1.74,jsmith,,9,10.49,1600,1600,false,,,11.99,Core,Core,1.52,0,,0,10900,750,Source One Financial Services,NC, melissa hein,0,0,NC158,Core
253111,sbaker,51559.41,180,Approved,United RV -TX228,,TX,Fort Worth,2026-08-28,2026-08-28,,2025,RV,Used,,31.23,7.46,gott,,16,9.49,5800,5800,false,,,11.24,Core,Core,0.87,0,,0,59050,742,Source One Financial Services,TX, brent sullivan,1,1,TX228,Core
253131,pmeza,14136.01,120,Auto Approval,Fun Town RV Ottawa LLC - KS125,Fun Town,KS,Ottawa,2026-08-28,2026-08-28,,2021,RV,Used,,36.29,4.63,jweller,,26,10.49,2000,2000,false,,,11.99,Core,Core,1.03,0,,0,13750,719,Source One Financial Services,MN, justin hernandez,1,1,KS125,Core
253113,eavila,60663.61,204,Decline,Blue Compass RV - St. George - UT136,Blue Compass,UT,Hurrican,2026-08-28,,,2024,RV,Used,,17.74,15.65,ljablonoski,,16,10.24,6000,6000,false,,,11.74,Core,Core,0.85,0,,0,71656,693,Source One Financial Services,UT, patricia loster,0,0,UT136,Core
253171,jharrington1,33613.83,204,Decline,Buckeye RV LLC -OH225,,OH,Jefferson,2026-08-28,,,2026,RV,New,,3.5,2.38,jharrington1,,4011,9.49,70000,70000,false,,,10.99,Core,Core,0.32,0,,0,104415,754,Source One Financial Services,MO, nick mullins,0,0,OH225,Core
253044,sbaker,25000,180,Auto Approval,SMITH MOTOR CO OF HATTIESBURG INC - MS107,,MS,HATTIESBURG,2026-08-28,2026-08-28,,2027,Boat,New,,26.27,3.21,jsmith,,26,9.99,0,0,false,,,11.49,Core,Core,1.08,0,,0,23202.08,700,Source One Financial Services,MS, lisa hartfield,1,1,MS107,Core
252971,lgrace,116698,180,Approved,Intercoastal Financial Group LLC - 17401746,IFG,FL,Vero Beach,2026-08-28,2026-08-28,,2017,RV,Used,,15.82,12.4,S1House,,7,8.49,25000,25000,false,,,9.74,Core,Core,1.14,0,,0,101970,824,Source One Financial Services,NM, stephen jolles,1,1,17401746,Core
253146,eavila,15495,168,Conditional Approval,Blue Compass RV - Myrtle Beach - SC143,Blue Compass,SC,29575,2026-08-28,2026-08-28,,2026,RV,New,781,28.07,2.91,jsmith,,11,7.49,0,15995,false,,,8.99,Core,Core,0.4,0,,0,38600,869,Source One Financial Services,SC, stacy cobb,1,1,SC143,Core
252998,avera,33906.18,180,Conditional Approval,United RV -TX228,,TX,Fort Worth,2026-08-28,2026-08-28,,2026,RV,New,,31.92,4.54,gott,,53,10.24,3700,3700,false,,,11.99,Core,Core,0.9,0,,0,37565,698,Source One Financial Services,OR, brent sullivan,1,1,TX228,Core
253077,edominguez,30870,180,Decline,Rowley White RV- McDowell -AZ288,,AZ,Phoenix,2026-08-28,,,2022,RV,Used,,45.77,3.14,edominguez,,115,10.74,12500,12500,false,,,12.24,Core,Not Applicable,1,0,,0,30900,695,Connexus Credit Union,CA, taylor geohagan,0,0,AZ288,Not Applicable
253175,mlomedico,108770.45,240,Decline,San Antonio Rvs -TX265,,TX,Seguin,2026-08-28,,,2019,RV,Used,,9.78,9.55,gott,,18,10.49,20000,20000,false,,,11.99,Core,Core,0.54,0,,0,201300,754,Source One Financial Services,TX, cody flores,0,0,TX265,Core
253064,ccampos,17225.52,144,Auto Approval,Campers Inn Of Troy Inc-OH199,Campers Inn,OH,Troy,2026-08-28,2026-08-28,,2026,RV,New,722,16.89,1.42,jharrington1,,25,9.74,1000,1000,false,,,11.24,Core,Core,0.78,0,,0,21998,721,Source One Financial Services,OH, zach kimrey,1,1,OH199,Core
253076,,56393.55,240,Auto Decline,Complete Marine -AZ257,,AZ,Phoenix,2026-08-28,,,2026,Boat,New,,93.53,25.46,edominguez,,0,22.99,2000,2000,false,,,23.99,Bronze,Bronze,1.18,0,,0,47751,539,Source One Financial Services,NM,,0,0,AZ257,Business First
253033,mlomedico,93586.3,180,Conditional Approval,Fun Town RV - Las Vegas - NV116,Fun Town,NV,Las Vegas,2026-08-28,2026-08-28,,2027,RV,New,,33.33,9.18,ljablonoski,,58,9.5,5000,10018.14,false,,,10,Silver 1,Not Applicable,1,0,,0,93478,656,Ideal Credit Union,TX, julie ronquillo,1,1,NV116,Not Applicable
253213,,10494,144,Auto Decline,Bob Hurley RV-Tulsa OK137,,OK,Tulsa,2026-08-28,,,2026,RV,New,,25.85,1.65,jweller,,0,14.99,1500,1500,false,,,15.99,Silver 2,Silver 2,0.67,0,,0,15673,622,Source One Financial Services,OK,,0,0,OK137,Silver
253026,Jhill,86302.16,220,Decline,Williamson RV LLC-IN209,,IN,Seymour,2026-08-28,,,2021,RV,Used,747,54.23,7.02,jharrington1,,1439,9.24,0,10000,false,,,10.74,Core,Core,1.12,0,,0,76835,770,Source One Financial Services,IN, jerry hale,0,0,IN209,Core
253008,mlomedico,52950.12,180,Booked,Optimum RV Bushnell - FL163,Optimum RV,FL,Bushnell,2026-08-28,2026-08-28,2026-08-29,2017,RV,Used,,47.21,3.06,wstoutimore,1536,376,7.99,5600,5600,false,1159,1,9.49,Core,Core,1.14,3177.01,6,0,46650,815,Source One Financial Services,FL, presley wallace,1,0,FL163,Core
253034,ccampos,73999.65,180,Decline,Three Way Campers - GA155,,GA,Marietta,2026-08-28,,,2027,RV,New,,24.12,11.05,jsmith,,42,9.74,2500,2500,false,,,11.24,Core,Not Applicable,0.91,0,,0,80954.31,722,Connexus Credit Union,GA, cody porter,0,0,GA155,Not Applicable
253138,,38988,180,Auto Decline,"Kris Willis RV, LLC -MO127",,MO,Dexter,2026-08-28,,,2027,RV,New,,27.46,11.56,jweller,,0,22.99,0,0,false,,,23.99,Bronze,Bronze,0.9,0,,0,43374,592,Source One Financial Services,MO,,0,0,MO127,Business First
253170,hhisek,13338.94,120,Decline,CAMP EZ RV - WILLIS - TX560,,TX,Willis,2026-08-28,,,2026,RV,New,,39.09,2.98,gott,,12,13.74,1800,1800,false,,,14.74,Silver 1,Silver 1,0.94,0,,0,14250,647,Source One Financial Services,TX, ashley igo,0,0,TX560,Silver
253151,ccampos,24172.75,180,Decline,Georgia Campers - GA145,,GA,Newman,2026-08-28,,,2026,RV,New,,18.84,8.49,jsmith,,120,13.74,3000,3000,false,,,14.74,Silver 1,Not Applicable,0.76,0,,0,31820,650,Connexus Credit Union,GA, gustavo egidi,0,0,GA145,Not Applicable
253155,mlomedico,80844.24,180,Auto Approval,Bish's RV of Oak Grove - KY154,Bish's RV,KY,Oak Grove,2026-08-28,2026-08-28,,2026,RV,New,641,36.89,7.48,jharrington1,,131,9.74,0,21500,false,,,11.24,Core,Core,0.94,0,,0,85554,724,Source One Financial Services,MO, stormy pitts,1,1,KY154,Core
253191,rsimmons,65325.58,240,Approved,Texas Tige - TX562,,TX,Conroe,2026-08-28,2026-08-28,,2017,Boat,Used,,28.25,3.91,gott,,6,10.99,10000,10000,false,,,12.49,Core,Core,1.17,0,,0,55759,701,Source One Financial Services,TX, eric jones,1,1,TX562,Core
253041,Jhill,60500,240,Booked,CAMPERS INN MACON - GA121,Campers Inn,GA,BYRON,2026-08-28,2026-08-29,2026-08-31,2026,RV,New,,45.17,6.74,jsmith,4532,1646,8.74,2000,12612,false,2880,6,7.39,Core,Core,1.45,605,1,0,41636,766,Source One Financial Services,GA, brandon tarleton,1,0,GA121,Core
253052,ahunt,85715,240,Decline,MY RV SD - SCA112,,CA,EL CAJON,2026-08-28,,,2027,RV,New,,33.96,9.91,jrubi,,8,12.49,15000,5000,false,,,13.49,Silver 1,Silver 1,1.26,0,,0,68289,663,Source One Financial Services,CA,,0,0,SCA112,Silver
253180,hhisek,25371.56,180,Verifications Incomplete,Bama RV - Dothan - AL171,,AL,Dothan,2026-08-28,2026-09-03,,2026,RV,New,,10.85,2.94,jsmith,,8414,9.74,2000,2000,false,,1,11.24,Core,Core,0.92,1522.29,6,0,27529,730,Source One Financial Services,AL,,1,1,AL171,Core
253104,,56989,180,Cancelled,RUGBY HOMES AND RV CENTER - ND121,,ND,RUGBY,2026-08-28,,,2023,RV,Used,,0,0,dzilberchtein,,,22.99,6000,6000,false,,,23.99,Bronze,Bronze,0,0,,0,0,,Source One Financial Services,ND,,0,0,ND121,Business First
253107,thovey,45629,180,Auto Approval,Bobby Combs RV - Treasure Valley - ID115,,ID,Caldwell,2026-08-28,2026-08-28,,2026,RV,New,,18.91,5.57,ljablonoski,,180,12.49,30000,30000,false,,,13.49,Silver 1,Silver 1,0.62,0,,0,74050,667,Source One Financial Services,NV,,1,1,ID115,Silver
253229,pmeza,23723.15,180,Booked,Kellys RV INC-AR133,,AR,Paragould,2026-08-28,2026-09-01,2026-09-01,2026,RV,New,,35.17,2.94,jweller,5840,5819,9.99,1070,1070,false,21,0,10.99,Core,Core,0.97,948.93,4,0,24528,704,Source One Financial Services,MO, ron richardson,1,0,AR133,Core
253062,ccampos,37294,180,Decline,"Vantage Recreational Finance, Inc. -FL291",VRF,FL,FORT LAUDERDALE,2026-08-28,,,2015,RV,Used,,35.8,4.59,S1House,,16,14.99,5000,5000,false,,,15.99,Silver 1,Silver 1,1.08,0,,0,34600,648,Source One Financial Services,PA, robyn lemke,0,0,FL291,Silver
253189,mlomedico,30583.6,204,Auto Approval,MILLERS MARINE - FL178,,FL,OCALA,2026-08-28,2026-08-29,,2026,Boat,New,,37.99,2.55,pcarter,,1099,9.99,8000,8000,false,,,11.49,Core,Core,0.88,0,,0,34678.48,684,Source One Financial Services,GA, johnmichael zayas,1,1,FL178,Core
253226,,25684.87,120,Auto Decline,Fun Town RV- Waco-TX212,Fun Town,TX,Hewitt,2026-08-28,,,2022,RV,Used,,20.52,7.19,gott,,0,22.99,3000,3000,false,,,23.99,Bronze,Bronze,1.12,0,,0,22990,617,Source One Financial Services,TX,,0,0,TX212,Business First
252987,avera,25051,180,Decline,Colmans Country Campers - IL155,,IL,Hartford,2026-08-28,,,2026,RV,New,615,35.03,3.56,gcoulombe,,80,9.99,0,0,false,,,11.49,Core,Not Applicable,1.17,0,,0,21381,701,Connexus Credit Union,IL, david sanders,0,0,IL155,Not Applicable
253168,,53094.93,240,Auto Decline,Blue Fox RV - UT131,,UT,North Logan,2026-08-28,,,2015,RV,Used,,7.06,7.05,ljablonoski,,0,22.99,0,0,false,,,23.99,Bronze,Bronze,1.23,0,,0,42995,,Source One Financial Services,UT,,0,0,UT131,Business First
253158,thovey,12966.25,120,Verifications Incomplete,Moix RV - McGaugh Outpost - AR136,,AR,Springdale,2026-08-28,2026-09-01,,2021,RV,Used,,31.19,1.35,jweller,,5658,13.24,3000,3000,false,,8,14.24,Silver 1,Silver 1,1.36,518.65,4,0,9550,678,Source One Financial Services,TX, bobby wood,1,1,AR136,Silver
253125,mlomedico,56647.31,180,Verifications Incomplete,La Mesa RV Center - San Diego - SCA161,La Mesa,CA,San Diego,2026-08-28,2026-09-02,,2017,RV,Used,,45.25,6.04,jrubi,,7072,10.99,4000,4000,false,,29,12.25,Core,Core,1.31,2832.37,5,0,43078,719,Source One Financial Services,CA, sam gammo,1,1,SCA161,Core
253215,Jhill,78890.31,180,Decline,River Valley Power and Sport Inc. Rochester-MN671,,MN,Rochester,2026-08-28,,,2019,Boat,Used,588,19.27,1.65,S1House,,13,11.24,8500,7946.11,false,,,12.74,Core,Core,0.97,0,,0,81550,688,Source One Financial Services,MN, jason redalen,0,0,MN671,Core
253004,,30210.69,120,Auto Decline,SAVA RV - FL284,,FL,Fort Myers,2026-08-28,,,2017,RV,Used,579,42.26,3.65,wstoutimore,,0,16.24,3000,3000,false,,,17.24,Silver 2,Silver 2,1.01,0,,0,29999,621,Source One Financial Services,FL,,0,0,FL284,Silver
253122,,53393,180,Auto Decline,Family RV LLC - OR129,,OR,Salem,2026-08-28,,,2014,RV,Used,,43.44,32.48,ljablonoski,,0,10.99,5000,5000,false,,,12.49,Core,Core,0.75,0,,,70944,749,Source One Financial Services,OR,,0,0,OR129,Core
253244,,49701,240,Auto Decline,COUNTY LINE CAMPERS - MS108,,MS,GULFPORT,2026-08-28,,,2026,RV,New,641,42.19,13.28,jsmith,,0,22.99,4717,24717,false,,,23.99,Bronze,Bronze,0.84,0,,0,59292,594,Source One Financial Services,MS,,0,0,MS108,Business First
253035,mlomedico,109505.11,240,Auto Approval,PLEASURELAND RV CENTER - WEST SALEM - WI718,Pleasureland,WI,WEST SALEM,2026-08-28,2026-08-28,,2026,RV,New,731,26.43,6.21,S1House,,22,8.99,1000,35094,false,,,10.49,Core,Core,1.11,0,,0,99068,748,Source One Financial Services,WI, sarah krause,1,1,WI718,Core
253157,,130920.11,240,Auto Decline,"ANCIRA MOTORHOMES, INC - TX523",,TX,BOERNE,2026-08-28,,,2026,RV,New,647,20.38,11.6,gott,,0,22.99,6000,6000,false,,,23.99,Bronze,Bronze,1.12,0,,0,116786,582,Source One Financial Services,TX,,0,0,TX523,Business First
253059,eavila,55742.3,240,Auto Approval,Buell's Marine - IL266,RDS,IL,Canton,2026-08-28,2026-08-28,,2027,Boat,New,,28.71,4.49,gcoulombe,,30,9.99,0,6800,false,,,11.49,Core,Core,1.25,0,,0,44546.16,701,Source One Financial Services,IL, andy krier,1,1,IL266,Core
253029,pmeza,37381.55,180,Auto Approval,I-70 RV CENTER - MO200,,MO,WILLIAMSBURG,2026-08-28,2026-08-29,,2027,RV,New,764,36.76,3.22,jweller,,1479,8.74,5000,14295,false,,,10.24,Core,Core,0.77,0,,0,48505,773,Source One Financial Services,MO, gina meyer,1,1,MO200,Core
253161,hhisek,24385.17,180,Approved,Fish and Ski Marine -TX215,,TX,Sanger,2026-08-28,2026-08-28,,2024,Boat,Used,,10.62,6.67,gott,,7,8.74,8000,8000,false,,,10.24,Core,Core,1,0,,0,24386,775,Source One Financial Services,TX, troy travis,1,1,TX215,Core
253163,mlomedico,54702,240,Decline,Toons Grand Lake LLC - OK144,Easy Care,OK,Grove,2026-08-28,,,2025,Boat,New,719,22.59,1.94,jweller,,13,7.99,1400,1400,false,,,9.49,Core,Core,1.72,0,,0,31771,800,Source One Financial Services,MO, jim lakes,0,0,OK144,Core
253065,thovey,303457.41,180,Decline,Tobler Marina - ID124,,ID,Hayden,2026-08-28,,,2026,Boat,New,752,32.84,7.72,ljablonoski,,39,7.49,30000,28085.33,false,,,8.99,Core,Core,1.27,0,,0,238299,871,Source One Financial Services,ID, jade harlocker,0,0,ID124,Core
253105,Jhill,21079.3,144,Decline,Klines Auto World Inc -MI223,,MI,Warren,2026-08-28,,,2027,RV,New,,26.72,1.81,dzilberchtein,,10,12.24,500,500,false,,,13.74,Core,Core,1.01,0,,0,20965,680,Source One Financial Services,GA, addison doyle,0,0,MI223,Core
253181,thovey,22557.82,144,Booked,RV's of Sacramento - NCA136,,CA,Elk Grove,2026-08-28,2026-08-31,2026-08-31,2018,RV,Used,807,25.47,1.88,jrubi,4549,4209,8.49,5000,178.95,false,340,0,9.99,Core,Core,1.53,1353.47,6,0,14750,820,Source One Financial Services,CA, branda morgan,1,0,NCA136,Core
